time,distance (cm)
0.0,1007
0.01,1007
0.02,1007
0.03,1007
0.04,1007
0.05,1007
0.06,1007
0.07,1007
0.08,1007
0.09,1007
0.1,1007
0.11,1007
0.12,1007
0.13,1007
0.14,1007
0.15,1007
0.16,1007
0.17,1007
0.18,1007
0.19,1007
0.2,1007
0.21,1007
0.22,1007
0.23,1007
0.24,1007
0.25,1007
0.26,1007
0.27,1007
0.28,1007
0.29,1007
0.3,1007
0.31,1007
0.32,1007
0.33,1007
0.34,1007
0.35000000000000003,1007
0.36,1007
0.37,1007
0.38,1007
0.39,1007
0.4,1007
0.41000000000000003,1007
0.42,1007
0.43,1007
0.44,1007
0.45,1007
0.46,1007
0.47000000000000003,1007
0.48,1007
0.49,1007
0.5,1007
0.51,1007
0.52,1007
0.53,1007
0.54,1007
0.55,1007
0.56,1007
0.5700000000000001,1007
0.58,1007
0.59,1007
0.6,1007
0.61,1007
0.62,1007
0.63,1007
0.64,1007
0.65,1007
0.66,1007
0.67,1007
0.68,1007
0.6900000000000001,1007
0.7000000000000001,1007
0.71,1007
0.72,1007
0.73,1007
0.74,1007
0.75,1007
0.76,1007
0.77,1007
0.78,1007
0.79,1007
0.8,1007
0.81,1007
0.8200000000000001,1007
0.8300000000000001,1007
0.84,1007
0.85,1007
0.86,1007
0.87,1007
0.88,1007
0.89,1007
0.9,1007
0.91,1007
0.92,1007
0.93,1007
0.9400000000000001,1007
0.9500000000000001,1007
0.96,1007
0.97,1007
0.98,1007
0.99,1007
1.0,1007
1.01,1007
1.02,1007
1.03,1007
1.04,1007
1.05,1007
1.06,1007
1.07,1007
1.08,1007
1.09,1007
1.1,1007
1.11,1007
1.12,1007
1.1300000000000001,1007
1.1400000000000001,1007
1.1500000000000001,1007
1.16,1007
1.17,1007
1.18,1007
1.19,1007
1.2,1007
1.21,1007
1.22,1007
1.23,1007
1.24,1007
1.25,1007
1.26,1007
1.27,1007
1.28,1007
1.29,1007
1.3,1007
1.31,1007
1.32,1007
1.33,1007
1.34,1007
1.35,1007
1.36,1007
1.37,1007
1.3800000000000001,1007
1.3900000000000001,1007
1.4000000000000001,1007
1.41,1007
1.42,1007
1.43,1007
1.44,1007
1.45,1007
1.46,1007
1.47,1007
1.48,1007
1.49,1007
1.5,1007
1.51,1007
1.52,1007
1.53,1007
1.54,1007
1.55,1007
1.56,1007
1.57,1007
1.58,1007
1.59,1007
1.6,1007
1.61,1007
1.62,1007
1.6300000000000001,1007
1.6400000000000001,1007
1.6500000000000001,1007
1.6600000000000001,1007
1.67,1007
1.68,1007
1.69,1007
1.7,1007
1.71,1007
1.72,1007
1.73,1007
1.74,1007
1.75,1007
1.76,1007
1.77,1007
1.78,1007
1.79,1007
1.8,1007
1.81,1007
1.82,1007
1.83,1007
1.84,1007
1.85,1007
1.86,1007
1.87,1007
1.8800000000000001,1007
1.8900000000000001,1007
1.9000000000000001,1007
1.9100000000000001,1007
1.92,1007
1.93,1007
1.94,1007
1.95,1007
1.96,1007
1.97,1007
1.98,1007
1.99,1007
2.0,1007
2.0100000000000002,1007
2.02,1007
2.0300000000000002,1007
2.04,1007
2.05,1007
2.06,1007
2.07,1007
2.08,1007
2.09,1007
2.1,1007
2.11,1007
2.12,1007
2.13,1007
2.14,1007
2.15,1007
2.16,1007
2.17,1007
2.18,1007
2.19,1007
2.2,1007
2.21,1007
2.22,1007
2.23,1007
2.24,1007
2.25,1007
2.2600000000000002,1007
2.27,1007
2.2800000000000002,1007
2.29,1007
2.3000000000000003,1007
2.31,1007
2.32,1007
2.33,1007
2.34,1007
2.35,1007
2.36,1007
2.37,1007
2.38,1007
2.39,1007
2.4,1007
2.41,1007
2.42,1007
2.43,1007
2.44,1007
2.45,1007
2.46,1007
2.47,1007
2.48,1007
2.49,1007
2.5,1007
2.5100000000000002,1007
2.52,1007
2.5300000000000002,1007
2.54,1007
2.5500000000000003,1007
2.56,1007
2.57,1007
2.58,1007
2.59,1007
2.6,1007
2.61,1007
2.62,1007
2.63,1007
2.64,1007
2.65,1007
2.66,1007
2.67,1007
2.68,1007
2.69,1007
2.7,1007
2.71,1007
2.72,1007
2.73,1007
2.74,1007
2.75,1007
2.7600000000000002,1007
2.77,1007
2.7800000000000002,1007
2.79,1007
2.8000000000000003,1007
2.81,1007
2.82,1007
2.83,1007
2.84,1007
2.85,1007
2.86,1007
2.87,1007
2.88,1007
2.89,1007
2.9,1007
2.91,1007
2.92,1007
2.93,1007
2.94,1007
2.95,1007
2.96,1007
2.97,1007
2.98,1007
2.99,1007
3.0,1007
3.0100000000000002,1007
3.02,1007
3.0300000000000002,1007
3.04,1007
3.0500000000000003,1007
3.06,1007
3.0700000000000003,1007
3.08,1007
3.09,1007
3.1,1007
3.11,1007
3.12,1007
3.13,1007
3.14,1007
3.15,1007
3.16,1007
3.17,1007
3.18,1007
3.19,1007
3.2,1007
3.21,1007
3.22,1007
3.23,1007
3.24,1007
3.25,1007
3.2600000000000002,1007
3.27,1007
3.2800000000000002,1007
3.29,1007
3.3000000000000003,1007
3.31,1007
3.3200000000000003,1007
3.33,1007
3.34,1007
3.35,1007
3.36,1007
3.37,1007
3.38,1007
